year,month,day,Client File Number,Food Provided for,Food Pounds,Clothing Items,Come Again,Number of Visits before,Days Since Last Visit,Avg Food Provided For Before,Avg Food Pounds Before,Avg Clothing Items Before
2010,9,16,8515,2,20,10,1,0,0,0,0,0
2011,1,27,8515,3,25,10,1,1,136,2,20,10
2011,11,29,8515,3,25,6,1,2,302,2.5,22.5,10
2012,3,14,8515,3,25,6,0,3,110,2.6666666666666665,23.333333333333332,8.666666666666666
2010,9,15,8517,2,20,0,1,0,0,0,0,0
2010,10,14,8517,2,20,0,0,1,29,2,20,0
2010,9,15,8518,0,0,6,0,0,0,0,0,0
2010,9,15,8519,0,0,4,0,0,0,0,0,0
2010,9,20,8520,0,0,6,0,0,0,0,0,0
2010,9,15,8521,0,0,2,0,0,0,0,0,0
2010,9,15,8522,3,25,16,1,0,0,0,0,0
2010,10,14,8522,3,25,7,1,1,29,3,25,16
2010,11,17,8522,3,25,10,1,2,33,3,25,11.5
2011,1,4,8522,3,25,10,1,3,52,3,25,11
2011,2,15,8522,3,25,10,1,4,41,3,25,10.75
2011,3,16,8522,3,25,6,1,5,31,3,25,10.6
2011,4,14,8522,3,25,5,1,6,28,3,25,9.833333333333334
2011,5,16,8522,3,25,10,1,7,32,3,25,9.142857142857142
2011,6,15,8522,3,25,2,1,8,29,3,25,9.25
2011,7,14,8522,3,25,6,1,9,29,3,25,8.444444444444445
2011,9,15,8522,3,25,4,1,10,61,3,25,8.2
2011,11,15,8522,3,25,10,1,11,60,3,25,7.818181818181818
2011,12,15,8522,3,25,10,1,12,30,3,25,8
2012,1,12,8522,3,25,7,1,13,32,3,25,8.153846153846153
2012,2,15,8522,3,25,16,1,14,33,3,25,8.071428571428571
2012,3,15,8522,3,25,11,1,15,30,3,25,8.6
2012,4,12,8522,3,25,10,1,16,27,3,25,8.75
2012,5,15,8522,3,25,8,1,17,33,3,25,8.823529411764707
2012,6,14,8522,3,25,9,1,18,29,3,25,8.777777777777779
2012,7,12,8522,3,25,7,1,19,28,3,25,8.789473684210526
2012,8,15,8522,3,25,14,1,20,33,3,25,8.7
2012,9,17,8522,3,25,14,1,21,32,3,25,8.952380952380953
2012,10,17,8522,3,25,12,1,22,30,3,25,9.181818181818182
2013,7,15,8522,3,25,13,1,23,273,3,25,9.304347826086957
2013,9,19,8522,3,25,14,1,24,64,3,25,9.458333333333334
2013,10,17,8522,3,25,11,1,25,28,3,25,9.64
2013,12,11,8522,3,25,18,0,26,54,3,25,9.692307692307692
2010,9,21,8523,1,15,2,1,0,0,0,0,0
2012,10,1,8523,1,15,10,0,1,740,1,15,2
2010,9,21,8524,1,15,3,1,0,0,0,0,0
2010,11,16,8524,1,15,10,0,1,55,1,15,3
2010,9,21,8526,1,15,1,0,0,0,0,0,0
2010,9,22,8527,0,0,12,0,0,0,0,0,0
2010,9,22,8529,2,25,3,0,0,0,0,0,0
2011,7,26,8530,0,0,1,1,0,0,0,0,0
2011,10,11,8530,0,0,5,1,1,75,0,0,1
2012,10,3,8530,1,15,1,1,2,357,0,0,3
2012,12,26,8530,1,15,1,1,3,83,0.3333333333333333,5,2.3333333333333335
2013,12,10,8530,0,0,2,1,4,349,0.5,7.5,2
2014,3,12,8530,0,0,0,1,5,97,0.4,6,2
2014,4,3,8530,1,15,5,0,6,21,0.3333333333333333,5,1.6666666666666667
2010,9,23,8532,5,45,20,1,0,0,0,0,0
2011,11,9,8532,5,45,18,1,1,411,5,45,20
2011,12,14,8532,5,45,25,1,2,35,5,45,19
2012,6,5,8532,5,45,12,1,3,176,5,45,21
2012,7,24,8532,6,50,17,1,4,49,5,45,18.75
2012,8,21,8532,5,45,20,1,5,27,5.2,46,18.4
2012,10,31,8532,5,45,8,1,6,70,5.166666666666667,45.833333333333336,18.666666666666668
2012,11,29,8532,5,45,8,1,7,28,5.142857142857143,45.714285714285715,17.142857142857142
2012,12,31,8532,5,45,17,1,8,32,5.125,45.625,16
2013,1,30,8532,5,45,18,1,9,34,5.111111111111111,45.55555555555556,16.11111111111111
2013,2,28,8532,5,45,13,1,10,28,5.1,45.5,16.3
2013,3,26,8532,5,45,17,1,11,28,5.090909090909091,45.45454545454545,16
2013,4,30,8532,5,45,25,1,12,34,5.083333333333333,45.416666666666664,16.083333333333332
2013,5,29,8532,5,45,18,1,13,29,5.076923076923077,45.38461538461539,16.76923076923077
2013,6,27,8532,5,45,22,1,14,28,5.071428571428571,45.357142857142854,16.857142857142858
2013,7,31,8532,5,45,20,1,15,34,5.066666666666666,45.333333333333336,17.2
2013,9,30,8532,5,45,24,1,16,59,5.0625,45.3125,17.375
2013,10,30,8532,5,45,17,0,17,30,5.0588235294117645,45.294117647058826,17.764705882352942
2010,9,23,8533,2,20,10,0,0,0,0,0,0
2010,9,23,8534,3,25,3,0,0,0,0,0,0
2010,9,22,8535,0,0,3,0,0,0,0,0,0
2010,9,22,8537,0,0,7,1,0,0,0,0,0
2010,10,6,8537,0,0,8,1,1,14,0,0,7
2011,1,11,8537,0,0,2,0,2,100,0,0,7.5
2010,9,22,8538,0,0,8,1,0,0,0,0,0
2011,3,2,8538,0,0,0,0,1,165,0,0,8
2010,9,27,8539,3,25,0,0,0,0,0,0,0
2010,9,27,8540,2,20,3,0,0,0,0,0,0
2010,9,27,8541,0,0,0,0,0,0,0,0,0
2010,9,27,8542,0,0,5,1,0,0,0,0,0
2010,10,14,8542,0,0,4,1,1,17,0,0,5
2010,10,21,8542,1,15,9,1,2,7,0,0,4.5
2011,1,6,8542,1,15,2,1,3,80,0.3333333333333333,5,6
2011,1,26,8542,0,0,0,1,4,20,0.5,7.5,5
2011,2,8,8542,2,20,0,1,5,12,0.4,6,4
2011,3,7,8542,2,20,0,1,6,29,0.6666666666666666,8.333333333333334,3.3333333333333335
2011,4,11,8542,2,20,4,1,7,34,0.8571428571428571,10,2.857142857142857
2011,7,14,8542,2,20,3,1,8,93,1,11.25,3
2011,9,19,8542,2,20,4,0,9,65,1.1111111111111112,12.222222222222221,3
2010,9,27,8543,1,15,9,1,0,0,0,0,0
2010,12,20,8543,2,20,24,1,1,83,1,15,9
2011,2,21,8543,3,25,13,1,2,66,1.5,17.5,16.5
2011,3,14,8543,3,25,16,1,3,23,2,20,15.333333333333334
2011,6,2,8543,3,25,20,1,4,78,2.25,21.25,15.5
2012,8,22,8543,3,25,20,1,5,445,2.4,22,16.4
2012,10,22,8543,3,25,25,1,6,60,2.5,22.5,17
2013,10,24,8543,4,30,19,1,7,367,2.5714285714285716,22.857142857142858,18.142857142857142
2013,12,19,8543,4,30,25,1,8,55,2.75,23.75,18.25
2014,4,10,8543,4,30,25,1,9,116,2.888888888888889,24.444444444444443,19
2015,3,4,8543,4,30,15,1,10,329,3,25,19.6
2015,4,6,8543,4,30,25,1,11,32,3.090909090909091,25.454545454545453,19.181818181818183
2018,2,20,8543,6,53,24,1,12,1049,3.1666666666666665,25.833333333333332,19.666666666666668
2018,3,22,8543,6,53,25,1,13,32,3.3846153846153846,27.923076923076923,20
2018,5,30,8543,5,45,14,1,14,68,3.5714285714285716,29.714285714285715,20.357142857142858
2018,6,25,8543,5,45,30,1,15,25,3.6666666666666665,30.733333333333334,19.933333333333334
2018,7,26,8543,5,45,21,1,16,31,3.75,31.625,20.5625
2018,8,30,8543,5,45,15,1,17,34,3.823529411764706,32.411764705882355,20.58823529411765
2018,11,21,8543,5,45,18,1,18,81,3.888888888888889,33.111111111111114,20.27777777777778
2019,1,23,8543,5,45,17,1,19,67,3.9473684210526314,33.73684210526316,20.157894736842106
2019,3,29,8543,6,53,24,0,20,66,4,34.3,20
2010,9,28,8544,2,20,4,1,0,0,0,0,0
2011,7,20,8544,3,25,10,1,1,297,2,20,4
2011,9,1,8544,0,0,4,1,2,41,2.5,22.5,7
2011,11,8,8544,4,30,11,1,3,67,1.6666666666666667,15,6
2011,12,8,8544,4,30,15,1,4,30,2.25,18.75,7.25
2012,1,3,8544,4,30,3,1,5,30,2.6,21,8.8
2012,6,1,8544,0,0,20,1,6,148,2.8333333333333335,22.5,7.833333333333333
2012,8,3,8544,0,0,9,1,7,62,2.4285714285714284,19.285714285714285,9.571428571428571
2013,7,30,8544,3,25,7,1,8,362,2.125,16.875,9.5
2013,12,5,8544,3,25,4,1,9,125,2.2222222222222223,17.77777777777778,9.222222222222221
2014,5,13,8544,3,25,13,1,10,163,2.3,18.5,8.7
2014,8,26,8544,3,25,20,1,11,103,2.3636363636363638,19.09090909090909,9.090909090909092
2014,12,15,8544,3,25,7,1,12,109,2.4166666666666665,19.583333333333332,10
2015,6,30,8544,3,25,7,1,13,200,2.4615384615384617,20,9.76923076923077
2016,10,31,8544,4,30,11,1,14,486,2.5,20.357142857142858,9.571428571428571
2017,8,17,8544,4,30,13,1,15,291,2.6,21,9.666666666666666
2017,9,22,8544,3,28,15,1,16,35,2.6875,21.5625,9.875
2017,12,6,8544,3,28,4,1,17,74,2.7058823529411766,21.941176470588236,10.176470588235293
2018,5,3,8544,3,28,10,1,18,152,2.7222222222222223,22.27777777777778,9.833333333333334
2018,9,13,8544,3,28,12,1,19,130,2.736842105263158,22.57894736842105,9.842105263157896
2018,10,23,8544,3,28,5,0,20,40,2.75,22.85,9.95
2010,9,28,8545,2,20,2,1,0,0,0,0,0
2014,3,12,8545,4,30,10,0,1,1264,2,20,2
2010,9,28,8546,4,30,1,0,0,0,0,0,0
2010,9,28,8547,2,20,2,0,0,0,0,0,0
2010,10,4,8548,5,45,10,1,0,0,0,0,0
2010,11,4,8548,5,45,25,1,1,30,5,45,10
2011,4,27,8548,5,45,24,1,2,178,5,45,17.5
2011,7,6,8548,5,45,21,1,3,69,5,45,19.666666666666668
2011,8,1,8548,5,45,20,1,4,25,5,45,20
2011,10,6,8548,6,50,23,1,5,65,5,45,20
2011,11,8,8548,6,50,25,1,6,32,5.166666666666667,45.833333333333336,20.5
2011,12,5,8548,6,50,10,0,7,27,5.285714285714286,46.42857142857143,21.142857142857142
2010,9,29,8549,4,30,30,0,0,0,0,0,0
2010,10,4,8550,6,50,8,0,0,0,0,0,0
2010,10,4,8552,0,0,16,1,0,0,0,0,0
2011,4,20,8552,0,0,8,0,1,201,0,0,16
2010,10,4,8553,5,45,16,1,0,0,0,0,0
2010,11,15,8553,5,45,8,0,1,41,5,45,16
2010,9,29,8554,3,25,25,1,0,0,0,0,0
2010,12,30,8554,3,25,13,0,1,91,3,25,25
2010,10,4,8555,1,15,4,0,0,0,0,0,0
2010,9,29,8556,2,20,12,1,0,0,0,0,0
2016,8,8,8556,1,15,4,0,1,2139,2,20,12
2010,10,4,8557,0,0,8,0,0,0,0,0,0
2010,9,29,8558,0,0,6,0,0,0,0,0,0
2010,9,29,8560,0,0,1,0,0,0,0,0,0
2010,9,29,8561,0,0,1,0,0,0,0,0,0
2010,10,5,8562,1,15,2,1,0,0,0,0,0
2011,3,8,8562,1,15,5,1,1,158,1,15,2
2011,7,5,8562,1,15,4,1,2,117,1,15,3.5
2011,8,8,8562,2,20,3,1,3,33,1,15,3.6666666666666665
2011,10,6,8562,2,20,8,1,4,58,1.25,16.25,3.5
2011,11,8,8562,2,20,10,1,5,32,1.4,17,4.4
2011,12,15,8562,2,20,11,1,6,37,1.5,17.5,5.333333333333333
2012,5,17,8562,2,20,6,1,7,157,1.5714285714285714,17.857142857142858,6.142857142857143
2012,6,19,8562,2,20,10,1,8,32,1.625,18.125,6.125
2012,7,30,8562,2,20,8,1,9,41,1.6666666666666667,18.333333333333332,6.555555555555555
2012,8,29,8562,2,20,6,1,10,29,1.7,18.5,6.7
2012,9,26,8562,2,20,7,1,11,27,1.7272727272727273,18.636363636363637,6.636363636363637
2012,10,30,8562,5,45,5,1,12,34,1.75,18.75,6.666666666666667
2012,12,11,8562,2,20,7,1,13,41,2,20.76923076923077,6.538461538461538
2013,9,25,8562,1,15,5,1,14,289,2,20.714285714285715,6.571428571428571
2013,11,5,8562,1,15,2,1,15,40,1.9333333333333333,20.333333333333332,6.466666666666667
2014,1,17,8562,0,0,7,1,16,77,1.875,20,6.1875
2014,2,27,8562,1,15,8,1,17,40,1.7647058823529411,18.823529411764707,6.235294117647059
2014,5,5,8562,1,15,6,0,18,68,1.7222222222222223,18.61111111111111,6.333333333333333
2010,10,5,8563,0,0,15,0,0,0,0,0,0
2010,10,11,8566,0,0,5,1,0,0,0,0,0
2011,8,17,8566,0,0,0,1,1,311,0,0,5
2011,10,25,8566,0,0,5,0,2,68,0,0,2.5
2010,10,6,8567,0,0,3,1,0,0,0,0,0
2012,12,7,8567,0,0,10,0,1,791,0,0,3
2010,10,6,8568,1,15,0,1,0,0,0,0,0
2010,10,20,8568,1,15,3,0,1,14,1,15,0
2010,10,6,8569,0,0,10,1,0,0,0,0,0
2010,10,27,8569,0,0,1,1,1,21,0,0,10
2010,11,4,8569,0,0,8,1,2,7,0,0,5.5
2010,11,10,8569,0,0,10,1,3,6,0,0,6.333333333333333
2011,1,5,8569,0,0,10,1,4,60,0,0,7.25
2011,3,9,8569,0,0,4,1,5,64,0,0,7.8
2011,3,30,8569,0,0,0,1,6,21,0,0,7.166666666666667
2011,4,13,8569,0,0,3,1,7,13,0,0,6.142857142857143
2011,6,22,8569,0,0,1,1,8,69,0,0,5.75
2011,7,27,8569,0,0,10,0,9,35,0,0,5.222222222222222
2010,10,7,8570,5,45,21,0,0,0,0,0,0
2010,10,6,8571,0,0,10,0,0,0,0,0,0
2010,10,7,8572,2,20,0,1,0,0,0,0,0
2011,1,12,8572,2,20,6,0,1,100,2,20,0
2010,10,6,8573,3,25,14,1,0,0,0,0,0
2017,7,13,8573,4,30,14,1,1,2472,3,25,14
2017,8,10,8573,4,30,15,1,2,27,3.5,27.5,14
2017,9,28,8573,4,38,15,1,3,48,3.6666666666666665,28.333333333333332,14.333333333333334
2017,11,16,8573,4,38,9,1,4,48,3.75,30.75,14.5
2018,1,16,8573,4,38,11,1,5,65,3.8,32.2,13.4
2018,2,27,8573,4,38,0,1,6,41,3.8333333333333335,33.166666666666664,13
2018,3,27,8573,4,38,10,1,7,30,3.857142857142857,33.857142857142854,11.142857142857142
2018,5,31,8573,3,28,6,1,8,64,3.875,34.375,11
2018,6,12,8573,4,38,13,1,9,11,3.7777777777777777,33.666666666666664,10.444444444444445
2018,7,17,8573,4,38,10,1,10,35,3.8,34.1,10.7
2018,8,9,8573,4,38,12,1,11,22,3.8181818181818183,34.45454545454545,10.636363636363637
2018,9,25,8573,4,38,17,1,12,46,3.8333333333333335,34.75,10.75
2018,10,25,8573,4,38,8,1,13,30,3.8461538461538463,35,11.23076923076923
2018,11,20,8573,4,38,17,1,14,25,3.857142857142857,35.214285714285715,11
2018,11,21,8573,4,38,8,0,15,1,3.8666666666666667,35.4,11.4
2010,10,6,8574,5,45,7,0,0,0,0,0,0
2010,10,12,8577,1,15,12,0,0,0,0,0,0
2010,10,12,8578,1,15,0,1,0,0,0,0,0
2011,3,23,8578,1,15,0,1,1,166,1,15,0
2011,6,6,8578,2,20,10,1,2,73,1,15,0
2011,8,2,8578,1,15,10,0,3,56,1.3333333333333333,16.666666666666668,3.3333333333333335
2010,10,12,8579,1,15,8,0,0,0,0,0,0
2010,10,12,8580,1,15,3,0,0,0,0,0,0
2010,10,14,8581,0,0,6,0,0,0,0,0,0
2010,10,13,8582,2,20,9,1,0,0,0,0,0
2010,12,22,8582,2,20,10,1,1,69,2,20,9
2011,11,23,8582,2,20,6,0,2,336,2,20,9.5
2010,10,13,8583,2,20,2,0,0,0,0,0,0
2010,10,13,8584,0,0,5,0,0,0,0,0,0
2010,10,13,8585,0,0,3,0,0,0,0,0,0
2010,10,14,8586,1,15,6,0,0,0,0,0,0
2010,10,13,8587,3,25,25,0,0,0,0,0,0
2010,10,14,8588,2,20,3,1,0,0,0,0,0
2011,3,3,8588,4,0,0,0,1,144,2,20,3
2010,10,14,8589,0,0,8,1,0,0,0,0,0
2010,11,1,8589,2,20,7,0,1,17,0,0,8
2010,10,18,8590,1,15,8,0,0,0,0,0,0
2010,10,18,8591,0,0,4,1,0,0,0,0,0
2010,11,1,8591,0,0,4,0,1,13,0,0,4
2010,10,18,8592,0,0,0,1,0,0,0,0,0
2010,10,20,8592,1,15,10,1,1,2,0,0,0
2010,11,22,8592,4,30,20,1,2,32,0.5,7.5,5
2012,1,19,8592,4,30,9,0,3,427,1.6666666666666667,15,10
2010,10,19,8594,1,15,2,1,0,0,0,0,0
2010,10,28,8594,0,0,6,1,1,9,1,15,2
2010,11,17,8594,1,15,5,0,2,19,0.5,7.5,4
2010,10,19,8595,5,45,0,0,0,0,0,0,0
2010,10,19,8596,2,20,2,0,0,0,0,0,0
2014,1,20,8597,1,15,6,1,0,0,0,0,0
2014,4,16,8597,1,15,0,1,1,86,1,15,6
2014,6,9,8597,1,15,0,1,2,53,1,15,3
2014,7,16,8597,1,15,0,1,3,37,1,15,2
2014,9,18,8597,1,15,0,1,4,62,1,15,1.5
2014,10,30,8597,1,15,0,0,5,42,1,15,1.2
2010,10,26,8598,1,15,0,1,0,0,0,0,0
2010,11,3,8598,1,15,0,0,1,7,1,15,0
2010,10,20,8599,0,0,5,0,0,0,0,0,0
2010,10,21,8601,1,15,5,0,0,0,0,0,0
2010,10,20,8602,1,15,0,1,0,0,0,0,0
2010,12,22,8602,1,15,5,1,1,62,1,15,0
2011,1,20,8602,1,15,3,1,2,33,1,15,2.5
2011,3,28,8602,1,15,5,1,3,68,1,15,2.6666666666666665
2011,11,21,8602,1,15,4,1,4,233,1,15,3.25
2011,12,1,8602,1,15,9,1,5,10,1,15,3.4
2012,1,30,8602,1,15,10,1,6,64,1,15,4.333333333333333
2012,2,27,8602,1,15,4,1,7,27,1,15,5.142857142857143
2012,6,14,8602,1,15,8,1,8,107,1,15,5
2012,7,12,8602,1,15,9,1,9,28,1,15,5.333333333333333
2012,8,23,8602,1,15,5,1,10,41,1,15,5.7
2012,10,2,8602,0,0,8,1,11,39,1,15,5.636363636363637
2012,11,20,8602,1,15,5,1,12,48,0.9166666666666666,13.75,5.833333333333333
2013,2,1,8602,1,15,5,1,13,76,0.9230769230769231,13.846153846153847,5.769230769230769
2013,3,25,8602,1,15,10,1,14,54,0.9285714285714286,13.928571428571429,5.714285714285714
2013,7,16,8602,1,15,6,1,15,111,0.9333333333333333,14,6
2013,8,22,8602,1,15,2,1,16,36,0.9375,14.0625,6
2013,9,5,8602,2,20,10,1,17,13,0.9411764705882353,14.117647058823529,5.764705882352941
2013,9,19,8602,1,15,2,1,18,14,1,14.444444444444445,6
2013,11,13,8602,1,15,6,1,19,54,1,14.473684210526315,5.7894736842105265
2013,12,19,8602,1,15,5,1,20,36,1,14.5,5.8
2014,2,20,8602,1,15,6,1,21,66,1,14.523809523809524,5.761904761904762
2014,3,27,8602,1,15,2,1,22,37,1,14.545454545454545,5.7727272727272725
2014,4,24,8602,1,15,7,1,23,27,1,14.565217391304348,5.608695652173913
2014,5,15,8602,1,15,6,1,24,21,1,14.583333333333334,5.666666666666667
2014,5,29,8602,1,15,5,1,25,14,1,14.6,5.68
2014,8,7,8602,1,15,4,1,26,68,1,14.615384615384615,5.653846153846154
2014,9,25,8602,1,15,2,1,27,48,1,14.62962962962963,5.592592592592593
2015,12,23,8602,1,15,1,1,28,453,1,14.642857142857142,5.464285714285714
2016,1,27,8602,1,15,2,1,29,39,1,14.655172413793103,5.310344827586207
2016,9,28,8602,1,15,0,1,30,241,1,14.666666666666666,5.2
2016,11,17,8602,1,15,2,1,31,49,1,14.67741935483871,5.032258064516129
2017,2,14,8602,1,15,2,1,32,92,1,14.6875,4.9375
2017,8,20,8602,1,18,3,0,33,186,1,14.696969696969697,4.848484848484849
2010,10,20,8603,3,25,10,1,0,0,0,0,0
2011,7,27,8603,3,25,20,1,1,282,3,25,10
2011,10,19,8603,3,25,15,1,2,82,3,25,15
2011,11,23,8603,3,25,7,1,3,34,3,25,15
2013,9,3,8603,3,25,11,0,4,650,3,25,13
2010,10,21,8604,2,20,10,0,0,0,0,0,0
2010,10,21,8605,0,0,4,0,0,0,0,0,0
2010,10,26,8608,2,20,0,0,0,0,0,0,0
2010,10,27,8609,1,15,10,0,0,0,0,0,0
2010,10,27,8610,3,25,15,1,0,0,0,0,0
2010,11,23,8610,3,25,8,1,1,26,3,25,15
2011,2,2,8610,3,25,4,1,2,74,3,25,11.5
2011,8,1,8610,3,25,5,0,3,179,3,25,9
2010,10,27,8612,2,20,14,1,0,0,0,0,0
2011,1,25,8612,2,20,20,1,1,93,2,20,14
2011,6,1,8612,2,20,19,1,2,126,2,20,17
2011,12,22,8612,2,20,5,1,3,201,2,20,17.666666666666668
2013,8,22,8612,2,20,5,1,4,610,2,20,14.5
2013,12,19,8612,5,45,25,1,5,117,2,20,12.6
2014,2,17,8612,5,45,0,1,6,63,2.5,24.166666666666668,14.666666666666666
2015,12,23,8612,5,45,3,1,7,671,2.857142857142857,27.142857142857142,12.571428571428571
2016,11,16,8612,4,60,16,1,8,328,3.125,29.375,11.375
2017,6,28,8612,6,50,12,1,9,227,3.2222222222222223,32.77777777777778,11.88888888888889
2017,8,31,8612,2,19,6,1,10,63,3.5,34.5,11.9
2017,9,27,8612,4,38,5,1,11,26,3.3636363636363638,33.09090909090909,11.363636363636363
2018,1,3,8612,4,38,7,1,12,101,3.4166666666666665,33.5,10.833333333333334
2018,5,2,8612,4,38,14,1,13,119,3.4615384615384617,33.84615384615385,10.538461538461538
2019,2,7,8612,3,28,14,1,14,280,3.5,34.142857142857146,10.785714285714286
2019,6,17,8612,2,19,12,0,15,130,3.466666666666667,33.733333333333334,11
2010,10,25,8613,4,30,25,0,0,0,0,0,0
2010,10,25,8614,0,0,8,1,0,0,0,0,0
2012,3,23,8614,0,0,8,1,1,518,0,0,8
2012,8,17,8614,0,0,4,1,2,144,0,0,8
2012,9,14,8614,0,0,10,1,3,27,0,0,6.666666666666667
2012,9,28,8614,0,0,5,1,4,14,0,0,7.5
2012,11,16,8614,0,0,7,1,5,48,0,0,7
2012,12,7,8614,0,0,5,1,6,21,0,0,7
2013,1,18,8614,0,0,10,0,7,46,0,0,6.714285714285714
2010,10,27,8615,1,15,8,1,0,0,0,0,0
2010,11,17,8615,1,15,10,0,1,20,1,15,8
2010,10,27,8616,2,20,0,0,0,0,0,0,0
2010,10,27,8618,1,15,0,0,0,0,0,0,0
2010,10,26,8619,3,25,17,1,0,0,0,0,0
2010,11,22,8619,3,25,20,1,1,26,3,25,17
2011,12,22,8619,6,50,8,0,2,395,3,25,18.5
2010,10,27,8620,4,30,25,1,0,0,0,0,0
2011,2,15,8620,3,25,21,1,1,113,4,30,25
2012,2,21,8620,4,25,18,1,2,371,3.5,27.5,23
2012,10,16,8620,4,30,25,1,3,235,3.6666666666666665,26.666666666666668,21.333333333333332
2012,11,21,8620,4,30,14,1,4,35,3.75,27.5,22.25
2013,2,12,8620,5,45,22,1,5,86,3.8,28,20.6
2013,7,2,8620,3,25,24,1,6,140,4,30.833333333333332,20.833333333333332
2013,10,2,8620,3,25,20,1,7,90,3.857142857142857,30,21.285714285714285
2013,11,26,8620,4,30,25,1,8,54,3.75,29.375,21.125
2014,10,28,8620,4,30,18,1,9,337,3.7777777777777777,29.444444444444443,21.555555555555557
2015,5,6,8620,4,30,24,1,10,193,3.8,29.5,21.2
2015,6,3,8620,4,30,20,1,11,27,3.8181818181818183,29.545454545454547,21.454545454545453
2015,10,5,8620,4,30,25,1,12,122,3.8333333333333335,29.583333333333332,21.333333333333332
2016,8,23,8620,4,30,25,1,13,323,3.8461538461538463,29.615384615384617,21.615384615384617
2016,12,6,8620,4,30,22,1,14,103,3.857142857142857,29.642857142857142,21.857142857142858
2017,10,4,8620,3,28,16,0,15,303,3.8666666666666667,29.666666666666668,21.866666666666667
2010,10,27,8621,4,30,4,0,0,0,0,0,0
2010,10,27,8622,0,0,8,1,0,0,0,0,0
2011,1,6,8622,0,0,5,0,1,74,0,0,8
2010,10,28,8623,4,30,15,1,0,0,0,0,0
2011,10,24,8623,4,30,10,0,1,361,4,30,15
2010,10,28,8624,3,25,18,0,0,0,0,0,0
2010,10,28,8626,1,15,4,0,0,0,0,0,0
2010,1,5,8627,0,0,3,1,0,0,0,0,0
2010,10,27,8627,0,0,5,1,1,292,0,0,3
2010,12,16,8627,0,0,2,1,2,49,0,0,4
2011,2,1,8627,2,20,0,0,3,50,0,0,3.3333333333333335
2010,10,25,8628,0,0,1,1,0,0,0,0,0
2010,10,27,8628,0,0,4,1,1,2,0,0,1
2010,11,1,8628,0,0,6,1,2,4,0,0,2.5
2010,11,17,8628,0,0,10,1,3,16,0,0,3.6666666666666665
2010,12,8,8628,1,15,1,1,4,21,0,0,5.25
2011,2,9,8628,0,0,6,1,5,66,0.2,3,4.4
2011,2,16,8628,0,0,5,1,6,7,0.16666666666666666,2.5,4.666666666666667
2018,10,15,8628,1,18,6,0,7,2794,0.14285714285714285,2.142857142857143,4.714285714285714
2010,11,1,8629,2,20,7,0,0,0,0,0,0
2010,11,1,8630,2,20,0,0,0,0,0,0,0
2010,11,1,8631,0,0,8,0,0,0,0,0,0
2010,10,25,8632,0,0,4,1,0,0,0,0,0
2010,11,1,8632,0,0,5,1,1,6,0,0,4
2010,11,16,8632,0,0,5,1,2,15,0,0,4.5
2010,11,24,8632,0,0,0,1,3,8,0,0,4.666666666666667
2010,12,29,8632,0,0,6,1,4,35,0,0,3.5
2011,6,7,8632,0,0,7,1,5,163,0,0,4
2011,7,11,8632,0,0,4,1,6,34,0,0,4.5
2011,10,19,8632,1,15,1,0,7,98,0,0,4.428571428571429
2010,10,27,8633,0,0,5,1,0,0,0,0,0
2010,11,1,8633,0,0,1,0,1,4,0,0,5
2010,11,1,8635,0,0,1,0,0,0,0,0,0
2010,11,1,8636,6,50,5,1,0,0,0,0,0
2010,12,8,8636,7,60,12,1,1,37,6,50,5
2012,1,4,8636,7,60,25,1,2,396,6.5,55,8.5
2012,5,9,8636,7,60,15,0,3,125,6.666666666666667,56.666666666666664,14
2010,11,3,8637,0,0,4,1,0,0,0,0,0
2012,12,6,8637,1,15,1,0,1,763,0,0,4
2010,11,4,8638,0,0,0,0,0,0,0,0,0
2010,11,3,8639,0,0,6,1,0,0,0,0,0
2010,12,1,8639,1,15,3,0,1,28,0,0,6
2010,11,8,8640,5,45,18,1,0,0,0,0,0
2011,5,16,8640,5,45,25,1,1,193,5,45,18
2011,7,18,8640,5,45,15,1,2,62,5,45,21.5
2012,11,20,8640,6,50,13,1,3,487,5,45,19.333333333333332
2012,12,19,8640,5,45,16,0,4,29,5.25,46.25,17.75
2010,11,8,8641,2,20,8,0,0,0,0,0,0
2010,11,3,8642,4,30,20,1,0,0,0,0,0
2011,1,5,8642,5,45,5,1,1,67,4,30,20
2011,3,17,8642,1,15,7,1,2,72,4.5,37.5,12.5
2012,8,21,8642,1,15,0,1,3,519,3.3333333333333335,30,10.666666666666666
2013,12,23,8642,3,25,3,1,4,487,2.75,26.25,8
2014,2,11,8642,3,25,20,1,5,53,2.8,26,7
2014,4,10,8642,1,15,3,1,6,59,2.8333333333333335,25.833333333333332,9.166666666666666
2014,5,14,8642,2,20,8,1,7,34,2.5714285714285716,24.285714285714285,8.285714285714286
2014,11,23,8642,0,0,2,0,8,189,2.5,23.75,8.25
2010,11,4,8643,2,20,3,0,0,0,0,0,0
2010,11,3,8644,3,25,20,1,0,0,0,0,0
2010,12,7,8644,4,30,25,1,1,34,3,25,20
2011,3,3,8644,4,30,3,1,2,91,3.5,27.5,22.5
2014,3,31,8644,5,45,15,0,3,1123,3.6666666666666665,28.333333333333332,16
2010,11,8,8645,1,15,0,0,0,0,0,0,0
2010,11,4,8646,0,0,3,1,0,0,0,0,0
2012,6,19,8646,1,15,0,1,1,595,0,0,3
